,CUSTOMER_ID,CHURN_PROBABILITY,ORIGINAL_CHURN_LABEL,PREDICTED_CHURN_LABEL
615,C100821,0.8170731707317073,STAY,LEAVE
616,C100822,0.8170731707317073,LEAVE,STAY
617,C100823,0.8170731707317073,STAY,LEAVE
618,C100824,0.8170731707317073,STAY,LEAVE
619,C100825,0.8170731707317073,STAY,LEAVE
620,C100827,0.8170731707317073,STAY,LEAVE
621,C100828,0.8170731707317073,LEAVE,LEAVE
622,C100829,0.8170731707317073,STAY,STAY
623,C100830,0.8170731707317073,LEAVE,LEAVE
624,C100831,0.8170731707317073,STAY,STAY
625,C100832,0.8161764705882353,STAY,STAY
626,C100834,0.8161764705882353,LEAVE,STAY
627,C100836,0.8161764705882353,LEAVE,LEAVE
628,C100837,0.8161764705882353,STAY,STAY
629,C100838,0.8161764705882353,LEAVE,STAY
630,C100842,0.8161764705882353,LEAVE,LEAVE
631,C100843,0.8161764705882353,STAY,LEAVE
632,C100844,0.8161764705882353,LEAVE,STAY
633,C100845,0.8161764705882353,STAY,LEAVE
634,C100846,0.8161764705882353,LEAVE,STAY
635,C100847,0.8161764705882353,LEAVE,STAY
636,C100848,0.8161764705882353,STAY,LEAVE
637,C100849,0.8161764705882353,STAY,STAY
638,C100851,0.8161764705882353,STAY,STAY
639,C100852,0.8161764705882353,STAY,STAY
640,C100854,0.8161764705882353,STAY,STAY
641,C100855,0.8161764705882353,LEAVE,LEAVE
642,C100857,0.8161764705882353,LEAVE,STAY
643,C100859,0.8161764705882353,LEAVE,STAY
644,C100860,0.8161764705882353,LEAVE,LEAVE
645,C100862,0.8161764705882353,LEAVE,LEAVE
646,C100867,0.8161764705882353,STAY,STAY
647,C100868,0.8161764705882353,LEAVE,LEAVE
648,C100869,0.8161764705882353,LEAVE,LEAVE
649,C100870,0.8161764705882353,STAY,STAY
650,C100872,0.8161764705882353,LEAVE,LEAVE
651,C100873,0.8161764705882353,STAY,LEAVE
652,C100877,0.8161764705882353,STAY,STAY
653,C100878,0.8161764705882353,LEAVE,LEAVE
654,C100879,0.8161764705882353,STAY,LEAVE
655,C100883,0.8161764705882353,STAY,LEAVE
656,C100884,0.8161764705882353,STAY,STAY
657,C100885,0.8161764705882353,LEAVE,LEAVE
658,C100886,0.8161764705882353,STAY,LEAVE
659,C100887,0.8161764705882353,LEAVE,LEAVE
660,C100888,0.8161764705882353,STAY,LEAVE
661,C100889,0.8161764705882353,LEAVE,LEAVE
662,C100890,0.8161764705882353,STAY,LEAVE
663,C100891,0.8161764705882353,STAY,LEAVE
664,C100892,0.8161764705882353,LEAVE,STAY
665,C100893,0.8161764705882353,LEAVE,LEAVE
666,C100895,0.8161764705882353,STAY,LEAVE
667,C100896,0.8161764705882353,STAY,STAY
668,C100897,0.8161764705882353,LEAVE,LEAVE
669,C100898,0.8161764705882353,LEAVE,LEAVE
670,C100899,0.8161764705882353,LEAVE,STAY
671,C100900,0.8161764705882353,STAY,LEAVE
672,C100901,0.8161764705882353,STAY,STAY
673,C100902,0.8161764705882353,STAY,STAY
674,C100905,0.8161764705882353,LEAVE,LEAVE
675,C100906,0.8161764705882353,LEAVE,LEAVE
676,C100907,0.8161764705882353,LEAVE,LEAVE
677,C100909,0.8161764705882353,LEAVE,LEAVE
678,C100910,0.8161764705882353,LEAVE,LEAVE
679,C100911,0.8125,STAY,STAY
680,C100912,0.8125,STAY,LEAVE
681,C100913,0.8125,LEAVE,STAY
682,C100917,0.8125,LEAVE,LEAVE
683,C100921,0.8125,LEAVE,STAY
684,C100923,0.8125,STAY,STAY
685,C100924,0.8125,LEAVE,LEAVE
686,C100925,0.8125,STAY,STAY
687,C100927,0.8125,LEAVE,LEAVE
688,C100928,0.8125,STAY,STAY
689,C100929,0.8125,STAY,LEAVE
690,C100930,0.8125,STAY,STAY
691,C100931,0.8125,STAY,STAY
692,C100932,0.8125,STAY,LEAVE
693,C100933,0.8125,LEAVE,STAY
694,C100934,0.8,STAY,STAY
695,C100935,0.8,STAY,STAY
696,C100939,0.8,LEAVE,LEAVE
697,C100940,0.8,STAY,STAY
698,C100941,0.8,LEAVE,LEAVE
699,C100942,0.8,STAY,LEAVE
700,C100944,0.8,LEAVE,LEAVE
701,C100947,0.8,LEAVE,STAY
702,C100948,0.8,LEAVE,LEAVE
703,C100949,0.8,LEAVE,STAY
704,C100952,0.8,LEAVE,LEAVE
705,C100953,0.8,STAY,LEAVE
706,C100954,0.8,STAY,LEAVE
707,C100955,0.8,LEAVE,STAY
708,C100956,0.8,LEAVE,LEAVE
709,C100957,0.8,LEAVE,LEAVE
710,C100958,0.8,STAY,LEAVE
711,C100959,0.8,STAY,STAY
712,C100960,0.8,LEAVE,LEAVE
713,C100961,0.8,LEAVE,LEAVE
714,C100962,0.8,STAY,STAY
715,C100963,0.8,STAY,LEAVE
716,C100965,0.8,LEAVE,STAY
717,C100966,0.8,STAY,STAY
718,C100967,0.8,STAY,LEAVE
719,C100969,0.8,LEAVE,LEAVE
720,C100970,0.8,STAY,LEAVE
721,C100971,0.8,STAY,LEAVE
722,C100972,0.8,STAY,LEAVE
723,C100974,0.8,LEAVE,STAY
724,C100975,0.8,LEAVE,LEAVE
725,C100976,0.792,LEAVE,LEAVE
726,C100977,0.792,LEAVE,STAY
727,C100978,0.792,LEAVE,STAY
728,C100979,0.792,STAY,LEAVE
729,C100980,0.792,LEAVE,LEAVE
730,C100982,0.792,LEAVE,LEAVE
731,C100983,0.792,LEAVE,LEAVE
732,C100984,0.792,STAY,LEAVE
733,C100985,0.792,LEAVE,LEAVE
734,C100986,0.792,LEAVE,STAY
735,C100988,0.792,STAY,STAY
736,C100990,0.792,LEAVE,STAY
737,C100991,0.792,LEAVE,STAY
738,C100992,0.792,LEAVE,STAY
739,C100993,0.792,LEAVE,LEAVE
740,C100995,0.792,STAY,STAY
741,C100996,0.792,LEAVE,LEAVE
742,C100998,0.792,STAY,STAY
743,C100999,0.792,LEAVE,LEAVE
744,C101000,0.792,LEAVE,STAY
745,C101001,0.792,LEAVE,STAY
746,C101002,0.792,LEAVE,LEAVE
747,C101003,0.792,LEAVE,LEAVE
748,C101004,0.792,STAY,LEAVE
749,C101005,0.792,STAY,STAY
750,C101006,0.792,STAY,STAY
751,C101009,0.792,STAY,LEAVE
752,C101010,0.792,STAY,STAY
753,C101011,0.792,STAY,STAY
754,C101012,0.792,STAY,STAY
755,C101013,0.792,LEAVE,LEAVE
756,C101014,0.792,STAY,LEAVE
757,C101015,0.792,LEAVE,LEAVE
758,C101016,0.792,STAY,STAY
759,C101017,0.792,LEAVE,LEAVE
760,C101018,0.792,LEAVE,LEAVE
761,C101020,0.792,STAY,STAY
762,C101021,0.7878787878787878,STAY,LEAVE
763,C101022,0.7878787878787878,STAY,STAY
764,C101023,0.7878787878787878,STAY,LEAVE
765,C101024,0.7878787878787878,LEAVE,LEAVE
766,C101025,0.7878787878787878,STAY,STAY
767,C101026,0.7878787878787878,LEAVE,LEAVE
768,C101028,0.7878787878787878,STAY,STAY
769,C101029,0.7878787878787878,LEAVE,LEAVE
770,C101030,0.7878787878787878,LEAVE,LEAVE
771,C101031,0.7857142857142857,STAY,LEAVE
772,C101032,0.7857142857142857,LEAVE,LEAVE
773,C101033,0.7857142857142857,LEAVE,LEAVE
774,C101034,0.7857142857142857,STAY,STAY
775,C101035,0.7857142857142857,LEAVE,LEAVE
776,C101037,0.7857142857142857,LEAVE,LEAVE
777,C101038,0.7857142857142857,STAY,LEAVE
778,C101039,0.7857142857142857,LEAVE,LEAVE
779,C101040,0.7857142857142857,LEAVE,STAY
780,C101043,0.7857142857142857,LEAVE,LEAVE
781,C101044,0.7857142857142857,STAY,STAY
782,C101045,0.7777777777777778,STAY,STAY
783,C101047,0.7777777777777778,STAY,LEAVE
784,C101049,0.7777777777777778,LEAVE,LEAVE
785,C101050,0.7777777777777778,STAY,STAY
786,C101052,0.7777777777777778,LEAVE,LEAVE
787,C101054,0.7777777777777778,STAY,LEAVE
788,C101055,0.7777777777777778,STAY,STAY
789,C101056,0.7777777777777778,STAY,LEAVE
790,C101058,0.7777777777777778,LEAVE,LEAVE
791,C101059,0.7777777777777778,LEAVE,LEAVE
792,C101060,0.75,STAY,STAY
793,C101061,0.75,STAY,STAY
794,C101062,0.75,STAY,STAY
795,C101064,0.75,LEAVE,LEAVE
796,C101065,0.75,LEAVE,LEAVE
797,C101066,0.75,LEAVE,LEAVE
798,C101067,0.75,LEAVE,LEAVE
799,C101068,0.75,LEAVE,LEAVE
800,C101070,0.75,LEAVE,LEAVE
801,C101071,0.75,STAY,LEAVE
802,C101072,0.75,STAY,STAY
803,C101073,0.75,STAY,STAY
804,C101074,0.75,LEAVE,LEAVE
805,C101075,0.75,LEAVE,LEAVE
806,C101076,0.75,STAY,STAY
807,C101077,0.75,STAY,STAY
808,C101078,0.75,STAY,LEAVE
809,C101081,0.75,STAY,LEAVE
810,C101082,0.75,LEAVE,LEAVE
811,C101083,0.75,LEAVE,LEAVE
812,C101084,0.75,LEAVE,LEAVE
813,C101085,0.75,LEAVE,STAY
814,C101086,0.75,LEAVE,LEAVE
815,C101087,0.75,LEAVE,LEAVE
816,C101092,0.75,STAY,STAY
817,C101093,0.75,LEAVE,LEAVE
818,C101094,0.75,LEAVE,STAY
819,C101095,0.75,STAY,LEAVE
820,C101096,0.75,STAY,LEAVE
821,C101097,0.75,STAY,STAY
822,C101098,0.75,LEAVE,LEAVE
823,C101099,0.75,STAY,LEAVE
824,C101100,0.75,STAY,LEAVE
825,C101103,0.75,LEAVE,STAY
826,C101105,0.75,STAY,LEAVE
827,C101106,0.75,STAY,STAY
828,C101107,0.75,STAY,STAY
829,C101108,0.75,STAY,STAY
830,C101109,0.75,STAY,LEAVE
831,C101110,0.75,STAY,LEAVE
832,C101112,0.75,LEAVE,LEAVE
833,C101113,0.75,STAY,STAY
834,C101114,0.75,LEAVE,LEAVE
835,C101115,0.75,STAY,LEAVE
836,C101116,0.7333333333333333,STAY,LEAVE
837,C101117,0.7333333333333333,STAY,STAY
838,C101118,0.7333333333333333,LEAVE,LEAVE
839,C101120,0.7333333333333333,STAY,STAY
840,C101121,0.7333333333333333,STAY,LEAVE
841,C101122,0.7333333333333333,STAY,LEAVE
842,C101125,0.7307692307692307,STAY,STAY
843,C101129,0.7307692307692307,STAY,LEAVE
844,C101130,0.7307692307692307,LEAVE,LEAVE
845,C101131,0.7307692307692307,STAY,STAY
846,C101132,0.7307692307692307,STAY,STAY
847,C101133,0.7307692307692307,STAY,STAY
848,C101134,0.7307692307692307,LEAVE,LEAVE
849,C101135,0.7307692307692307,STAY,LEAVE
850,C101137,0.7307692307692307,LEAVE,LEAVE
851,C101139,0.7307692307692307,STAY,STAY
852,C101141,0.7307692307692307,STAY,STAY
853,C101144,0.7307692307692307,LEAVE,LEAVE
854,C101147,0.7307692307692307,STAY,STAY
855,C101148,0.7307692307692307,STAY,STAY
856,C101149,0.7307692307692307,LEAVE,LEAVE
857,C101150,0.7307692307692307,LEAVE,LEAVE
858,C101151,0.7307692307692307,STAY,STAY
859,C101152,0.7184466019417476,LEAVE,LEAVE
860,C101153,0.7184466019417476,LEAVE,LEAVE
861,C101156,0.7184466019417476,STAY,STAY
862,C101157,0.7184466019417476,LEAVE,LEAVE
863,C101158,0.7184466019417476,LEAVE,LEAVE
864,C101159,0.7184466019417476,LEAVE,STAY
865,C101160,0.7184466019417476,STAY,LEAVE
866,C101161,0.7184466019417476,STAY,STAY
867,C101162,0.7184466019417476,STAY,LEAVE
868,C101163,0.7184466019417476,LEAVE,LEAVE
869,C101165,0.7184466019417476,LEAVE,LEAVE
870,C101166,0.7184466019417476,LEAVE,LEAVE
871,C101167,0.7184466019417476,STAY,LEAVE
872,C101168,0.7184466019417476,STAY,LEAVE
873,C101169,0.7184466019417476,STAY,STAY
874,C101171,0.7184466019417476,STAY,LEAVE
875,C101172,0.7184466019417476,STAY,STAY
876,C101173,0.7184466019417476,LEAVE,LEAVE
877,C101175,0.7184466019417476,LEAVE,LEAVE
878,C101178,0.7184466019417476,STAY,LEAVE
879,C101179,0.7184466019417476,STAY,LEAVE
880,C101180,0.7184466019417476,STAY,STAY
881,C101182,0.7184466019417476,STAY,STAY
882,C101183,0.7184466019417476,LEAVE,LEAVE
883,C101184,0.7184466019417476,STAY,LEAVE
884,C101185,0.7184466019417476,LEAVE,STAY
885,C101186,0.7184466019417476,STAY,STAY
886,C101188,0.7184466019417476,STAY,LEAVE
887,C101189,0.7184466019417476,LEAVE,LEAVE
888,C101190,0.7184466019417476,LEAVE,STAY
889,C101191,0.7184466019417476,LEAVE,LEAVE
890,C101192,0.7184466019417476,LEAVE,LEAVE
891,C101194,0.7142857142857143,STAY,STAY
892,C101195,0.7142857142857143,LEAVE,STAY
893,C101197,0.7142857142857143,STAY,STAY
894,C101198,0.7142857142857143,STAY,STAY
895,C101199,0.7142857142857143,STAY,STAY
896,C101201,0.7142857142857143,LEAVE,LEAVE
897,C101202,0.7142857142857143,LEAVE,LEAVE
898,C101204,0.7142857142857143,LEAVE,LEAVE
899,C101205,0.7142857142857143,LEAVE,LEAVE
900,C101207,0.7142857142857143,STAY,STAY
901,C101208,0.7142857142857143,STAY,LEAVE
902,C101209,0.7142857142857143,STAY,STAY
903,C101210,0.7142857142857143,LEAVE,LEAVE
904,C101211,0.7142857142857143,STAY,STAY
905,C101212,0.7142857142857143,STAY,STAY
906,C101214,0.7142857142857143,STAY,LEAVE
907,C101215,0.7142857142857143,STAY,STAY
908,C101216,0.7142857142857143,STAY,LEAVE
909,C101217,0.7142857142857143,STAY,STAY
910,C101219,0.7142857142857143,STAY,STAY
911,C101222,0.7058823529411765,LEAVE,LEAVE
912,C101223,0.7058823529411765,LEAVE,STAY
913,C101224,0.7058823529411765,LEAVE,STAY
914,C101225,0.7058823529411765,STAY,STAY
915,C101226,0.7058823529411765,LEAVE,LEAVE
916,C101227,0.7058823529411765,STAY,STAY
917,C101229,0.7058823529411765,STAY,STAY
918,C101230,0.7058823529411765,LEAVE,LEAVE
919,C101231,0.7058823529411765,STAY,STAY
920,C101232,0.7058823529411765,LEAVE,LEAVE
921,C101233,0.7058823529411765,LEAVE,STAY
922,C101234,0.7058823529411765,LEAVE,LEAVE
923,C101235,0.7,LEAVE,STAY
924,C101236,0.7,LEAVE,LEAVE
925,C101237,0.7,STAY,STAY
926,C101238,0.7,LEAVE,LEAVE
927,C101240,0.7,LEAVE,LEAVE
928,C101241,0.6923076923076923,LEAVE,STAY
929,C101242,0.6744186046511628,LEAVE,LEAVE
930,C101243,0.6744186046511628,STAY,STAY
931,C101244,0.6744186046511628,STAY,STAY
932,C101245,0.6744186046511628,LEAVE,STAY
933,C101246,0.6744186046511628,STAY,STAY
934,C101247,0.6744186046511628,STAY,STAY
935,C101248,0.6744186046511628,STAY,STAY
936,C101249,0.6744186046511628,STAY,LEAVE
937,C101250,0.6744186046511628,STAY,LEAVE
938,C101251,0.6744186046511628,STAY,LEAVE
939,C101252,0.6744186046511628,STAY,LEAVE
940,C101254,0.6744186046511628,STAY,STAY
941,C101257,0.6744186046511628,STAY,STAY
942,C101259,0.6744186046511628,STAY,LEAVE
943,C101260,0.6744186046511628,STAY,LEAVE
944,C101261,0.6666666666666666,STAY,STAY
945,C101262,0.6666666666666666,LEAVE,LEAVE
946,C101263,0.6666666666666666,LEAVE,LEAVE
947,C101265,0.6666666666666666,STAY,LEAVE
948,C101266,0.6666666666666666,STAY,STAY
949,C101267,0.6666666666666666,LEAVE,LEAVE
950,C101268,0.6666666666666666,STAY,LEAVE
951,C101270,0.6666666666666666,LEAVE,LEAVE
952,C101271,0.6666666666666666,STAY,LEAVE
953,C101272,0.6666666666666666,LEAVE,STAY
954,C101273,0.6666666666666666,LEAVE,LEAVE
955,C101275,0.6666666666666666,STAY,STAY
956,C101276,0.6666666666666666,STAY,STAY
957,C101277,0.6666666666666666,LEAVE,LEAVE
958,C101278,0.6666666666666666,LEAVE,LEAVE
959,C101280,0.6666666666666666,STAY,LEAVE
960,C101282,0.6666666666666666,STAY,STAY
961,C101283,0.6666666666666666,LEAVE,STAY
962,C101284,0.6666666666666666,LEAVE,STAY
963,C101285,0.6666666666666666,LEAVE,STAY
964,C101288,0.6666666666666666,STAY,STAY
965,C101291,0.6666666666666666,STAY,STAY
966,C101292,0.6666666666666666,STAY,LEAVE
967,C101293,0.6666666666666666,STAY,STAY
968,C101294,0.6666666666666666,STAY,STAY
969,C101295,0.6666666666666666,LEAVE,LEAVE
970,C101296,0.6666666666666666,LEAVE,LEAVE
971,C101297,0.6666666666666666,LEAVE,LEAVE
972,C101298,0.6666666666666666,LEAVE,STAY
973,C101299,0.6666666666666666,STAY,STAY
974,C101301,0.6666666666666666,LEAVE,STAY
975,C101302,0.6666666666666666,LEAVE,LEAVE
976,C101303,0.6666666666666666,STAY,STAY
977,C101305,0.6666666666666666,LEAVE,LEAVE
978,C101306,0.6666666666666666,LEAVE,LEAVE
979,C101307,0.6666666666666666,STAY,LEAVE
980,C101308,0.6666666666666666,LEAVE,LEAVE
981,C101310,0.6666666666666666,STAY,STAY
982,C101311,0.6666666666666666,LEAVE,LEAVE
983,C101312,0.6666666666666666,STAY,STAY
984,C101313,0.6666666666666666,STAY,LEAVE
985,C101314,0.6666666666666666,LEAVE,LEAVE
986,C101315,0.6666666666666666,STAY,LEAVE
987,C101316,0.6666666666666666,STAY,STAY
988,C101317,0.6666666666666666,STAY,LEAVE
989,C101318,0.6666666666666666,LEAVE,LEAVE
990,C101319,0.6666666666666666,STAY,LEAVE
991,C101320,0.6666666666666666,STAY,LEAVE
992,C101321,0.6666666666666666,LEAVE,LEAVE
993,C101322,0.6666666666666666,LEAVE,LEAVE
994,C101323,0.65,LEAVE,LEAVE
995,C101324,0.65,LEAVE,STAY
996,C101325,0.65,LEAVE,LEAVE
997,C101326,0.65,STAY,STAY
998,C101328,0.65,LEAVE,STAY
999,C101329,0.65,STAY,STAY
1000,C101330,0.65,LEAVE,LEAVE
1001,C101331,0.65,LEAVE,STAY
1002,C101332,0.6428571428571429,STAY,STAY
1003,C101333,0.6428571428571429,STAY,STAY
1004,C101334,0.6428571428571429,STAY,STAY
1005,C101337,0.6428571428571429,LEAVE,STAY
1006,C101339,0.6428571428571429,LEAVE,LEAVE
1007,C101340,0.6428571428571429,LEAVE,STAY
1008,C101341,0.6428571428571429,STAY,STAY
1009,C101342,0.6428571428571429,STAY,LEAVE
1010,C101343,0.631578947368421,STAY,LEAVE
1011,C101344,0.631578947368421,STAY,STAY
1012,C101345,0.631578947368421,LEAVE,STAY
1013,C101346,0.631578947368421,LEAVE,STAY
1014,C101347,0.631578947368421,STAY,LEAVE
1015,C101348,0.631578947368421,STAY,LEAVE
1016,C101350,0.625,STAY,STAY
1017,C101354,0.625,STAY,STAY
1018,C101355,0.625,LEAVE,STAY
1019,C101357,0.625,STAY,LEAVE
1020,C101358,0.625,LEAVE,LEAVE
1021,C101361,0.625,STAY,STAY
1022,C101362,0.625,STAY,STAY
1023,C101363,0.625,STAY,STAY
1024,C101364,0.625,STAY,LEAVE
1025,C101365,0.625,LEAVE,LEAVE
1026,C101366,0.625,LEAVE,STAY
1027,C101367,0.6228070175438597,LEAVE,STAY
1028,C101369,0.6228070175438597,LEAVE,LEAVE
1029,C101371,0.6228070175438597,LEAVE,STAY
1030,C101373,0.6228070175438597,LEAVE,LEAVE
1031,C101377,0.6228070175438597,LEAVE,LEAVE
1032,C101378,0.6228070175438597,LEAVE,LEAVE
1033,C101381,0.6228070175438597,STAY,STAY
1034,C101382,0.6228070175438597,LEAVE,STAY
1035,C101383,0.6228070175438597,LEAVE,LEAVE
1036,C101385,0.6228070175438597,STAY,STAY
1037,C101387,0.6228070175438597,STAY,STAY
1038,C101388,0.6228070175438597,STAY,STAY
1039,C101390,0.6228070175438597,LEAVE,LEAVE
1040,C101392,0.6228070175438597,STAY,STAY
1041,C101394,0.6228070175438597,STAY,STAY
1042,C101396,0.6228070175438597,STAY,STAY
1043,C101397,0.6228070175438597,LEAVE,LEAVE
1044,C101398,0.6228070175438597,LEAVE,LEAVE
1045,C101399,0.6228070175438597,LEAVE,LEAVE
1046,C101400,0.6228070175438597,LEAVE,LEAVE
1047,C101401,0.6228070175438597,STAY,STAY
1048,C101402,0.6228070175438597,STAY,STAY
1049,C101405,0.6228070175438597,STAY,STAY
1050,C101407,0.6228070175438597,STAY,STAY
1051,C101408,0.6228070175438597,LEAVE,LEAVE
1052,C101409,0.6228070175438597,LEAVE,LEAVE
1053,C101411,0.6228070175438597,STAY,STAY
1054,C101413,0.6228070175438597,LEAVE,LEAVE
1055,C101414,0.6228070175438597,LEAVE,LEAVE
1056,C101415,0.6228070175438597,STAY,LEAVE
1057,C101417,0.6228070175438597,LEAVE,LEAVE
1058,C101418,0.6228070175438597,LEAVE,STAY
1059,C101419,0.6228070175438597,STAY,STAY
1060,C101420,0.6228070175438597,LEAVE,LEAVE
1061,C101421,0.6228070175438597,STAY,STAY
1062,C101422,0.6228070175438597,LEAVE,LEAVE
1063,C101423,0.6228070175438597,STAY,LEAVE
1064,C101424,0.6228070175438597,STAY,STAY
1065,C101425,0.6228070175438597,STAY,LEAVE
1066,C101426,0.6228070175438597,STAY,STAY
1067,C101427,0.6228070175438597,STAY,LEAVE
1068,C101428,0.6228070175438597,STAY,LEAVE
1069,C101429,0.6225490196078431,LEAVE,LEAVE
1070,C101430,0.6225490196078431,STAY,STAY
1071,C101431,0.6225490196078431,LEAVE,STAY
1072,C101433,0.6225490196078431,LEAVE,LEAVE
1073,C101434,0.6225490196078431,STAY,STAY
1074,C101435,0.6225490196078431,LEAVE,LEAVE
1075,C101436,0.6225490196078431,LEAVE,LEAVE
1076,C101438,0.6225490196078431,LEAVE,STAY
1077,C101440,0.6225490196078431,STAY,LEAVE
1078,C101441,0.6225490196078431,LEAVE,LEAVE
1079,C101442,0.6225490196078431,LEAVE,LEAVE
1080,C101444,0.6225490196078431,LEAVE,LEAVE
1081,C101447,0.6225490196078431,LEAVE,LEAVE
1082,C101448,0.6225490196078431,LEAVE,STAY
1083,C101452,0.6225490196078431,STAY,STAY
1084,C101453,0.6225490196078431,LEAVE,LEAVE
1085,C101454,0.6225490196078431,STAY,STAY
1086,C101455,0.6225490196078431,STAY,STAY
1087,C101456,0.6225490196078431,STAY,LEAVE
1088,C101458,0.6225490196078431,LEAVE,STAY
1089,C101461,0.6225490196078431,STAY,LEAVE
1090,C101463,0.6225490196078431,STAY,STAY
1091,C101464,0.6225490196078431,STAY,LEAVE
1092,C101465,0.6225490196078431,LEAVE,LEAVE
1093,C101466,0.6225490196078431,STAY,LEAVE
1094,C101467,0.6225490196078431,LEAVE,LEAVE
1095,C101468,0.6225490196078431,LEAVE,STAY
1096,C101470,0.6225490196078431,STAY,LEAVE
1097,C101471,0.6225490196078431,STAY,STAY
1098,C101472,0.6225490196078431,LEAVE,LEAVE
1099,C101475,0.6225490196078431,STAY,STAY
1100,C101476,0.6225490196078431,STAY,STAY
1101,C101477,0.6225490196078431,LEAVE,LEAVE
1102,C101478,0.6225490196078431,STAY,LEAVE
1103,C101480,0.6225490196078431,STAY,STAY
1104,C101481,0.6225490196078431,LEAVE,LEAVE
1105,C101482,0.6225490196078431,STAY,LEAVE
1106,C101483,0.6225490196078431,STAY,LEAVE
1107,C101484,0.6225490196078431,STAY,STAY
1108,C101486,0.6225490196078431,STAY,LEAVE
1109,C101487,0.6225490196078431,LEAVE,LEAVE
1110,C101488,0.6225490196078431,LEAVE,STAY
1111,C101489,0.6225490196078431,STAY,LEAVE
1112,C101490,0.6225490196078431,LEAVE,LEAVE
1113,C101491,0.6225490196078431,LEAVE,STAY
1114,C101492,0.6225490196078431,LEAVE,LEAVE
1115,C101493,0.6225490196078431,LEAVE,LEAVE
1116,C101494,0.6225490196078431,LEAVE,LEAVE
1117,C101495,0.6225490196078431,LEAVE,LEAVE
1118,C101496,0.6225490196078431,LEAVE,LEAVE
1119,C101497,0.6225490196078431,STAY,STAY
1120,C101498,0.6225490196078431,STAY,STAY
1121,C101499,0.6225490196078431,LEAVE,LEAVE
1122,C101500,0.6225490196078431,STAY,LEAVE
1123,C101502,0.6211699164345403,STAY,LEAVE
1124,C101504,0.6211699164345403,STAY,LEAVE
1125,C101505,0.6211699164345403,STAY,LEAVE
1126,C101506,0.6211699164345403,STAY,STAY
1127,C101507,0.6211699164345403,STAY,STAY
1128,C101508,0.6211699164345403,LEAVE,LEAVE
1129,C101509,0.6211699164345403,STAY,LEAVE
1130,C101510,0.6211699164345403,LEAVE,LEAVE
1131,C101511,0.6211699164345403,STAY,STAY
1132,C101512,0.6211699164345403,LEAVE,STAY
1133,C101513,0.6211699164345403,LEAVE,LEAVE
1134,C101514,0.6211699164345403,LEAVE,LEAVE
1135,C101515,0.6211699164345403,LEAVE,LEAVE
1136,C101517,0.6211699164345403,STAY,LEAVE
1137,C101518,0.6211699164345403,STAY,LEAVE
1138,C101519,0.6211699164345403,STAY,LEAVE
1139,C101520,0.6211699164345403,LEAVE,LEAVE
1140,C101521,0.6211699164345403,STAY,STAY
1141,C101522,0.6211699164345403,LEAVE,LEAVE
1142,C101523,0.6211699164345403,STAY,STAY
1143,C101525,0.6211699164345403,STAY,STAY
1144,C101526,0.6211699164345403,STAY,LEAVE
1145,C101527,0.6211699164345403,STAY,STAY
1146,C101529,0.6211699164345403,LEAVE,STAY
1147,C101530,0.6211699164345403,STAY,STAY
1148,C101531,0.6211699164345403,STAY,LEAVE
1149,C101533,0.6211699164345403,LEAVE,LEAVE
1150,C101536,0.6211699164345403,LEAVE,LEAVE
1151,C101537,0.6211699164345403,STAY,STAY
1152,C101539,0.6211699164345403,LEAVE,STAY
1153,C101540,0.6211699164345403,LEAVE,STAY
1154,C101541,0.6211699164345403,STAY,LEAVE
1155,C101542,0.6211699164345403,STAY,LEAVE
1156,C101543,0.6211699164345403,STAY,STAY
1157,C101544,0.6211699164345403,STAY,LEAVE
1158,C101545,0.6211699164345403,LEAVE,LEAVE
1159,C101547,0.6211699164345403,LEAVE,LEAVE
1160,C101548,0.6211699164345403,STAY,LEAVE
1161,C101550,0.6211699164345403,STAY,LEAVE
1162,C101552,0.6211699164345403,LEAVE,LEAVE
1163,C101553,0.6211699164345403,LEAVE,STAY
1164,C101554,0.6211699164345403,STAY,LEAVE
1165,C101555,0.6211699164345403,STAY,LEAVE
1166,C101556,0.6211699164345403,STAY,LEAVE
1167,C101557,0.6211699164345403,LEAVE,LEAVE
1168,C101558,0.6211699164345403,STAY,LEAVE
1169,C101560,0.6211699164345403,LEAVE,LEAVE
1170,C101561,0.6211699164345403,LEAVE,LEAVE
1171,C101564,0.6211699164345403,STAY,LEAVE
1172,C101568,0.6211699164345403,LEAVE,LEAVE
1173,C101569,0.6211699164345403,LEAVE,LEAVE
1174,C101570,0.6211699164345403,STAY,LEAVE
1175,C101571,0.6211699164345403,LEAVE,LEAVE
1176,C101572,0.6211699164345403,LEAVE,LEAVE
1177,C101574,0.6211699164345403,LEAVE,LEAVE
1178,C101575,0.6211699164345403,LEAVE,LEAVE
1179,C101578,0.6211699164345403,STAY,STAY
1180,C101580,0.6211699164345403,LEAVE,LEAVE
1181,C101581,0.6211699164345403,LEAVE,LEAVE
1182,C101582,0.6211699164345403,STAY,LEAVE
1183,C101583,0.6211699164345403,LEAVE,LEAVE
1184,C101584,0.6211699164345403,STAY,LEAVE
1185,C101586,0.6211699164345403,LEAVE,LEAVE
1186,C101587,0.6211699164345403,LEAVE,LEAVE
1187,C101588,0.6211699164345403,STAY,STAY
1188,C101591,0.6211699164345403,LEAVE,STAY
1189,C101593,0.6211699164345403,STAY,LEAVE
1190,C101594,0.6211699164345403,LEAVE,STAY
